CustomerKey,CustomerId,CompanyName,Segment,Channel,ChannelLabel,ChannelGroup,Plan,Country,Industry,SignupMonth,CohortMonth,AcquisitionWindow,IsPreWindow,SegmentImputed,ChannelUnattributed,PlanImputed,IsChurned,ChurnMonth,EntryAcv
441,CUST-00441,Harbor Supply Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,Retail,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,1872.0
442,CUST-00442,Prairie Medical Supply Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,GB,3PL,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,1872.0
443,CUST-00443,Willow Materials Ltd,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,AU,Apparel,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-02,16896.0
444,CUST-00444,Kestrel Packaging LLC,SMB,paid_search,Paid Search,Paid,Starter,AU,Food & Beverage,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
445,CUST-00445,Northgate Freight Group,SMB,paid_search,Paid Search,Paid,Starter,US,Industrial Distribution,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
446,CUST-00446,Beacon Foods Inc,MidMarket,partner,Partner / Reseller,Partner,Scale,AU,3PL,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
447,CUST-00447,Lakeshore Logistics Group,SMB,inbound_content,Inbound / Content,Inbound,Growth,NL,Medical Devices,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-08,8928.0
448,CUST-00448,Orchard Freight Holdings,SMB,paid_search,Paid Search,Paid,Growth,SE,Automotive Parts,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-03,5208.0
449,CUST-00449,Meridian Medical Supply Ltd,SMB,events,Events / Field,Inbound,Starter,GB,Chemicals,2021-03,2023-09,Pre-window (no CAC),1,1,0,0,1,2024-09,2808.0
450,CUST-00450,Halcyon Fulfilment Group,SMB,paid_search,Paid Search,Paid,Growth,GB,Apparel,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
451,CUST-00451,Anchor Distribution Holdings,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,GB,3PL,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,29040.0
452,CUST-00452,Halcyon Beverage Inc,SMB,paid_social,Paid Social,Paid,Growth,NL,Industrial Distribution,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
453,CUST-00453,Anchor Logistics Co,MidMarket,paid_search,Paid Search,Paid,Scale,SE,Apparel,2023-09,2023-09,In-window,0,0,0,0,1,2026-04,26400.0
454,CUST-00454,Trident Medical Supply Partners,SMB,paid_search,Paid Search,Paid,Growth,US,Chemicals,2023-09,2023-09,In-window,0,0,0,0,0,,4464.0
455,CUST-00455,Northgate Paper Group,MidMarket,paid_search,Paid Search,Paid,Scale,US,Medical Devices,2023-09,2023-09,In-window,0,0,0,0,0,,41184.0
456,CUST-00456,Granite Wholesale Works,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Food & Beverage,2023-09,2023-09,In-window,0,0,0,0,0,,22176.0
457,CUST-00457,Sterling Chemicals Holdings,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Chemicals,2023-09,2023-09,In-window,0,0,0,0,1,2024-08,26400.0
458,CUST-00458,Copper Fulfilment Inc,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,SE,Apparel,2023-09,2023-09,In-window,0,0,0,0,0,,7440.0
459,CUST-00459,Foundry Components Co,SMB,paid_search,Paid Search,Paid,Growth,AU,Apparel,2023-10,2023-10,In-window,0,0,0,0,1,2024-02,4464.0
460,CUST-00460,Sterling Supply Works,SMB,paid_search,Paid Search,Paid,Growth,US,Medical Devices,2023-10,2023-10,In-window,0,0,0,0,1,2025-04,5208.0
461,CUST-00461,Pioneer Medical Supply Ltd,SMB,paid_search,Paid Search,Paid,Growth,US,Automotive Parts,2023-10,2023-10,In-window,0,0,0,0,0,,8928.0
462,CUST-00462,Harbor Hardware Holdings,MidMarket,partner,Partner / Reseller,Partner,Scale,US,Food & Beverage,2023-10,2023-10,In-window,0,0,0,0,0,,26400.0
463,CUST-00463,Orchard Logistics Partners,SMB,paid_search,Paid Search,Paid,Growth,US,3PL,2023-11,2023-11,In-window,0,0,0,0,1,2024-02,6696.0
464,CUST-00464,Kestrel Beverage Co,MidMarket,paid_search,Paid Search,Paid,Scale,US,3PL,2023-11,2023-11,In-window,0,0,0,0,0,,46464.0
465,CUST-00465,Cedar Logistics Group,MidMarket,paid_search,Paid Search,Paid,Scale,NL,Automotive Parts,2023-11,2023-11,In-window,0,0,0,0,0,,23232.0
466,CUST-00466,Orchard Distribution Works,MidMarket,paid_search,Paid Search,Paid,Scale,GB,Automotive Parts,2023-11,2023-11,In-window,0,0,0,1,0,,26400.0
467,CUST-00467,Bright Materials Inc,SMB,paid_search,Paid Search,Paid,Growth,SE,Apparel,2023-11,2023-11,In-window,0,0,0,0,1,2025-07,7440.0
468,CUST-00468,Beacon Materials Inc,SMB,unattributed,Unattributed,Unknown,Growth,GB,Automotive Parts,2023-11,2023-11,In-window,0,0,1,0,0,,7440.0
469,CUST-00469,Sterling Packaging Holdings,SMB,paid_search,Paid Search,Paid,Growth,AU,3PL,2023-12,2023-12,In-window,0,0,0,0,1,2026-04,5952.0
470,CUST-00470,Granite Logistics Ltd,SMB,paid_social,Paid Social,Paid,Growth,US,Chemicals,2023-12,2023-12,In-window,0,0,0,0,1,2025-03,5952.0
471,CUST-00471,Prairie Distribution Ltd,SMB,paid_social,Paid Social,Paid,Growth,SE,Food & Beverage,2023-12,2023-12,In-window,0,0,0,0,1,2025-03,8184.0
472,CUST-00472,Prairie Materials Works,SMB,paid_search,Paid Search,Paid,Growth,NL,3PL,2024-01,2024-01,In-window,0,0,0,0,1,2024-10,5208.0
473,CUST-00473,Orchard Materials Ltd,SMB,paid_search,Paid Search,Paid,Growth,US,Automotive Parts,2024-01,2024-01,In-window,0,0,0,0,0,,5952.0
474,CUST-00474,Prairie Automotive Works,SMB,paid_search,Paid Search,Paid,Growth,NL,Medical Devices,2024-01,2024-01,In-window,0,0,0,0,1,2024-03,5952.0
475,CUST-00475,Harbor Distribution LLC,MidMarket,paid_search,Paid Search,Paid,Scale,CA,Industrial Distribution,2024-01,2024-01,In-window,0,0,0,0,0,,28512.0
476,CUST-00476,Trident Freight Holdings,Enterprise,inbound_content,Inbound / Content,Inbound,Enterprise,US,Chemicals,2024-01,2024-01,In-window,0,0,0,0,0,,60984.0
477,CUST-00477,Foundry Beverage LLC,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,NL,Industrial Distribution,2024-01,2024-01,In-window,0,0,0,0,0,,22176.0
478,CUST-00478,Pioneer Chemicals Holdings,Enterprise,paid_search,Paid Search,Paid,Enterprise,US,Automotive Parts,2024-02,2024-02,In-window,0,0,0,0,0,,113256.0
479,CUST-00479,Orchard Components Works,Enterprise,paid_search,Paid Search,Paid,Enterprise,US,Retail,2024-03,2024-03,In-window,0,0,0,0,0,,72600.0
480,CUST-00480,Falcon Hardware LLC,MidMarket,paid_search,Paid Search,Paid,Scale,US,Medical Devices,2024-03,2024-03,In-window,0,0,0,0,0,,29568.0
481,CUST-00481,Quarry Hardware Group,SMB,paid_search,Paid Search,Paid,Growth,AU,Retail,2024-03,2024-03,In-window,0,0,0,0,0,,11160.0
482,CUST-00482,Northgate Chemicals Inc,Enterprise,paid_search,Paid Search,Paid,Enterprise,US,Chemicals,2024-03,2024-03,In-window,0,0,0,0,0,,69696.0
483,CUST-00483,Northgate Apparel Works,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Industrial Distribution,2024-03,2024-03,In-window,0,0,0,0,1,2024-05,51744.0
484,CUST-00484,Prairie Materials Group,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Automotive Parts,2024-03,2024-03,In-window,0,0,0,0,0,,6696.0
485,CUST-00485,Orchard Supply Works,SMB,paid_search,Paid Search,Paid,Growth,SE,3PL,2024-04,2024-04,In-window,0,0,0,0,0,,6696.0
486,CUST-00486,Bluff Packaging Co,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Medical Devices,2024-04,2024-04,In-window,0,0,0,0,0,,23232.0
487,CUST-00487,Willow Distribution Holdings,MidMarket,paid_search,Paid Search,Paid,Scale,AU,3PL,2024-04,2024-04,In-window,0,0,0,0,0,,23232.0
488,CUST-00488,Prairie Components Works,SMB,paid_search,Paid Search,Paid,Growth,SE,Medical Devices,2024-04,2024-04,In-window,0,0,0,0,0,,5952.0
489,CUST-00489,Vantage Logistics Inc,SMB,paid_social,Paid Social,Paid,Growth,US,Chemicals,2024-04,2024-04,In-window,0,0,0,0,1,2026-04,9672.0
490,CUST-00490,Pioneer Packaging LLC,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,GB,Industrial Distribution,2024-04,2024-04,In-window,0,0,0,0,0,,24288.0
491,CUST-00491,Falcon Automotive Works,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,CA,3PL,2024-04,2024-04,In-window,0,0,0,0,0,,21120.0
492,CUST-00492,Granite Distribution Works,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Automotive Parts,2024-04,2024-04,In-window,0,0,0,0,0,,38016.0
493,CUST-00493,Meridian Beverage Inc,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Apparel,2024-04,2024-04,In-window,0,0,0,0,0,,26400.0
494,CUST-00494,Lakeshore Packaging Group,SMB,paid_search,Paid Search,Paid,Growth,CA,3PL,2024-05,2024-05,In-window,0,0,0,0,0,,8928.0
495,CUST-00495,Quarry Beverage Holdings,SMB,unattributed,Unattributed,Unknown,Growth,US,Medical Devices,2024-05,2024-05,In-window,0,0,1,0,0,,7440.0
496,CUST-00496,Trident Supply Partners,SMB,paid_search,Paid Search,Paid,Growth,GB,Automotive Parts,2024-05,2024-05,In-window,0,0,0,0,0,,12648.0
497,CUST-00497,Foundry Chemicals Partners,SMB,paid_search,Paid Search,Paid,Growth,US,Food & Beverage,2024-05,2024-05,In-window,0,0,0,0,0,,6696.0
498,CUST-00498,Beacon Freight Partners,MidMarket,paid_search,Paid Search,Paid,Scale,DE,Food & Beverage,2024-05,2024-05,In-window,0,0,0,0,0,,11616.0
499,CUST-00499,Lakeshore Beverage Holdings,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Food & Beverage,2024-05,2024-05,In-window,0,0,0,0,0,,9672.0
500,CUST-00500,Trident Wholesale Ltd,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,SE,Apparel,2024-05,2024-05,In-window,0,0,0,0,0,,26400.0
501,CUST-00501,Quarry Medical Supply Inc,MidMarket,partner,Partner / Reseller,Partner,Scale,AU,Retail,2024-05,2024-05,In-window,0,0,0,0,1,2024-07,21120.0
502,CUST-00502,Foundry Paper Inc,SMB,paid_search,Paid Search,Paid,Growth,GB,3PL,2024-06,2024-06,In-window,0,0,0,0,0,,5952.0
503,CUST-00503,Orchard Automotive Partners,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Industrial Distribution,2024-06,2024-06,In-window,0,0,0,0,0,,15840.0
504,CUST-00504,Lakeshore Automotive Group,SMB,paid_search,Paid Search,Paid,Starter,US,Chemicals,2024-06,2024-06,In-window,0,0,0,0,1,2026-06,4212.0
505,CUST-00505,Northgate Wholesale Partners,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,GB,Chemicals,2024-06,2024-06,In-window,0,0,0,0,0,,21120.0
506,CUST-00506,Northgate Chemicals LLC,SMB,paid_search,Paid Search,Paid,Growth,SE,Automotive Parts,2024-07,2024-07,In-window,0,0,0,0,1,2025-10,11160.0
507,CUST-00507,Meridian Automotive Ltd,SMB,paid_search,Paid Search,Paid,Growth,SE,Food & Beverage,2024-07,2024-07,In-window,0,0,0,0,0,,4464.0
508,CUST-00508,Granite Automotive Inc,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,US,3PL,2024-07,2024-07,In-window,0,0,0,0,0,,98736.0
509,CUST-00509,Copper Beverage LLC,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,GB,Apparel,2024-07,2024-07,In-window,0,0,0,0,0,,39072.0
510,CUST-00510,Beacon Components Partners,MidMarket,partner,Partner / Reseller,Partner,Scale,GB,Food & Beverage,2024-07,2024-07,In-window,0,0,0,0,0,,26400.0
511,CUST-00511,Dune Packaging Inc,SMB,paid_search,Paid Search,Paid,Growth,US,Medical Devices,2024-08,2024-08,In-window,0,0,0,0,1,2026-04,10416.0
512,CUST-00512,Dune Foods Co,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,GB,3PL,2024-08,2024-08,In-window,0,0,0,0,1,2025-07,26400.0
513,CUST-00513,Vantage Components LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Food & Beverage,2024-08,2024-08,In-window,0,0,0,0,1,2025-01,5952.0
514,CUST-00514,Meridian Apparel LLC,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,SE,Industrial Distribution,2024-08,2024-08,In-window,0,0,0,0,0,,27456.0
515,CUST-00515,Willow Wholesale Group,SMB,partner,Partner / Reseller,Partner,Growth,US,Industrial Distribution,2024-08,2024-08,In-window,0,0,0,0,1,2025-09,6696.0
516,CUST-00516,Dune Supply Holdings,MidMarket,paid_search,Paid Search,Paid,Scale,SE,Food & Beverage,2024-09,2024-09,In-window,0,0,0,0,0,,19008.0
517,CUST-00517,Summit Paper Works,SMB,paid_search,Paid Search,Paid,Growth,US,Industrial Distribution,2024-09,2024-09,In-window,0,0,0,0,1,2025-03,4464.0
518,CUST-00518,Halcyon Logistics Group,SMB,paid_search,Paid Search,Paid,Growth,NL,Chemicals,2024-09,2024-09,In-window,0,0,0,0,0,,10416.0
519,CUST-00519,Orchard Industrial Ltd,MidMarket,paid_search,Paid Search,Paid,Scale,US,Medical Devices,2024-09,2024-09,In-window,0,0,0,0,1,2026-05,25344.0
520,CUST-00520,Willow Paper Inc,SMB,paid_search,Paid Search,Paid,Growth,US,Apparel,2024-09,2024-09,In-window,0,0,0,0,0,,6696.0
521,CUST-00521,Prairie Packaging Holdings,SMB,paid_search,Paid Search,Paid,Growth,SE,Retail,2024-09,2024-09,In-window,0,0,0,0,0,,6696.0
522,CUST-00522,Halcyon Hardware LLC,SMB,paid_search,Paid Search,Paid,Growth,AU,Food & Beverage,2024-09,2024-09,In-window,0,0,0,0,0,,10416.0
523,CUST-00523,Cedar Beverage Inc,SMB,paid_social,Paid Social,Paid,Growth,US,3PL,2024-09,2024-09,In-window,0,0,0,0,0,,12648.0
524,CUST-00524,Trident Wholesale Partners,SMB,paid_social,Paid Social,Paid,Growth,CA,3PL,2024-09,2024-09,In-window,0,0,0,0,0,,8928.0
525,CUST-00525,Pioneer Materials LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Medical Devices,2024-09,2024-09,In-window,0,0,0,0,1,2025-09,11160.0
526,CUST-00526,Sterling Wholesale Inc,SMB,inbound_content,Inbound / Content,Inbound,Growth,SE,Chemicals,2024-09,2024-09,In-window,0,0,0,0,1,2024-11,6696.0
527,CUST-00527,Bright Industrial Co,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Apparel,2024-09,2024-09,In-window,0,0,0,0,0,,28512.0
528,CUST-00528,Meridian Distribution Group,SMB,paid_search,Paid Search,Paid,Growth,NL,Retail,2024-10,2024-10,In-window,0,0,0,0,0,,8184.0
529,CUST-00529,Willow Apparel Ltd,SMB,paid_search,Paid Search,Paid,Growth,GB,Chemicals,2024-10,2024-10,In-window,0,0,0,0,0,,5208.0
530,CUST-00530,Harbor Paper Ltd,SMB,paid_search,Paid Search,Paid,Growth,AU,Automotive Parts,2024-10,2024-10,In-window,0,0,0,0,1,2025-02,5208.0
531,CUST-00531,Iron Apparel Ltd,SMB,unattributed,Unattributed,Unknown,Growth,NL,Chemicals,2024-10,2024-10,In-window,0,0,1,0,1,2025-06,8184.0
532,CUST-00532,Prairie Components Ltd,SMB,paid_social,Paid Social,Paid,Growth,GB,Industrial Distribution,2024-10,2024-10,In-window,0,0,0,0,1,2026-02,5952.0
533,CUST-00533,Cedar Materials LLC,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Food & Beverage,2024-10,2024-10,In-window,0,0,0,0,0,,85536.0
534,CUST-00534,Northgate Hardware Inc,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Automotive Parts,2024-10,2024-10,In-window,0,0,0,0,0,,30624.0
535,CUST-00535,Foundry Foods Ltd,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Food & Beverage,2024-10,2024-10,In-window,0,0,0,0,0,,26400.0
536,CUST-00536,Meridian Automotive Works,SMB,paid_search,Paid Search,Paid,Growth,US,Automotive Parts,2024-11,2024-11,In-window,0,0,0,0,1,2025-10,4464.0
537,CUST-00537,Quarry Industrial Holdings,SMB,paid_search,Paid Search,Paid,Growth,GB,Automotive Parts,2024-11,2024-11,In-window,0,0,0,0,0,,5952.0
538,CUST-00538,Harbor Beverage Works,SMB,paid_social,Paid Social,Paid,Growth,DE,Chemicals,2024-11,2024-11,In-window,0,0,0,0,1,2026-03,11904.0
539,CUST-00539,Quarry Logistics Inc,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Retail,2024-11,2024-11,In-window,0,0,0,0,0,,34848.0
540,CUST-00540,Vantage Wholesale Ltd,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Retail,2024-11,2024-11,In-window,0,0,0,0,0,,6696.0
541,CUST-00541,Prairie Fulfilment Ltd,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,AU,Chemicals,2024-11,2024-11,In-window,0,0,0,0,0,,17952.0
542,CUST-00542,Bluff Distribution Holdings,MidMarket,partner,Partner / Reseller,Partner,Scale,US,Chemicals,2024-11,2024-11,In-window,0,0,0,0,0,,27456.0
543,CUST-00543,Granite Logistics LLC,SMB,paid_search,Paid Search,Paid,Growth,GB,3PL,2024-12,2024-12,In-window,0,0,0,0,1,2025-02,9672.0
544,CUST-00544,Dune Distribution Ltd,SMB,paid_search,Paid Search,Paid,Growth,AU,Medical Devices,2024-12,2024-12,In-window,0,0,0,0,0,,9672.0
545,CUST-00545,Prairie Wholesale Ltd,SMB,paid_search,Paid Search,Paid,Growth,US,Apparel,2024-12,2024-12,In-window,0,0,0,0,0,,5952.0
546,CUST-00546,Sterling Supply Holdings,SMB,paid_social,Paid Social,Paid,Growth,US,3PL,2024-12,2024-12,In-window,0,0,0,0,1,2025-03,5208.0
547,CUST-00547,Falcon Industrial LLC,SMB,paid_social,Paid Social,Paid,Growth,SE,Industrial Distribution,2024-12,2024-12,In-window,0,0,0,0,1,2025-07,4464.0
548,CUST-00548,Kestrel Chemicals Co,SMB,paid_social,Paid Social,Paid,Growth,NL,3PL,2024-12,2024-12,In-window,0,0,0,0,1,2025-10,7440.0
549,CUST-00549,Halcyon Freight Co,SMB,paid_social,Paid Social,Paid,Starter,US,Retail,2024-12,2024-12,In-window,0,0,0,0,1,2025-08,3744.0
550,CUST-00550,Harbor Industrial Inc,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Chemicals,2024-12,2024-12,In-window,0,0,0,0,0,,26400.0
551,CUST-00551,Falcon Automotive Partners,SMB,paid_search,Paid Search,Paid,Growth,US,Retail,2025-01,2025-01,In-window,0,0,0,0,1,2026-04,13392.0
552,CUST-00552,Sterling Supply Partners,MidMarket,paid_search,Paid Search,Paid,Scale,US,Industrial Distribution,2025-01,2025-01,In-window,0,0,0,0,0,,46464.0
553,CUST-00553,Willow Apparel Holdings,SMB,paid_search,Paid Search,Paid,Growth,GB,Chemicals,2025-01,2025-01,In-window,0,0,0,0,0,,7440.0
554,CUST-00554,Cedar Apparel Inc,SMB,paid_search,Paid Search,Paid,Growth,AU,Food & Beverage,2025-01,2025-01,In-window,0,0,0,0,0,,7440.0
555,CUST-00555,Copper Beverage Partners,MidMarket,paid_search,Paid Search,Paid,Scale,SE,Medical Devices,2025-01,2025-01,In-window,0,0,0,0,0,,10560.0
556,CUST-00556,Granite Packaging Partners,SMB,paid_search,Paid Search,Paid,Growth,US,Apparel,2025-01,2025-01,In-window,0,0,0,0,1,2025-06,4464.0
557,CUST-00557,Vantage Apparel LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Medical Devices,2025-01,2025-01,In-window,0,0,0,0,0,,6696.0
558,CUST-00558,Bright Apparel Partners,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,DE,Food & Beverage,2025-01,2025-01,In-window,0,0,0,0,1,2026-04,14784.0
559,CUST-00559,Quarry Industrial LLC,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,US,Automotive Parts,2025-01,2025-01,In-window,0,0,0,0,0,,34848.0
560,CUST-00560,Harbor Supply Partners,SMB,paid_search,Paid Search,Paid,Growth,NL,Chemicals,2025-02,2025-02,In-window,0,0,0,0,0,,6696.0
561,CUST-00561,Orchard Apparel Holdings,SMB,paid_search,Paid Search,Paid,Growth,GB,Industrial Distribution,2025-02,2025-02,In-window,0,0,0,0,0,,7440.0
562,CUST-00562,Sterling Freight Inc,SMB,paid_search,Paid Search,Paid,Growth,CA,Chemicals,2025-02,2025-02,In-window,0,0,0,0,1,2025-09,7440.0
563,CUST-00563,Orchard Medical Supply Ltd,SMB,paid_search,Paid Search,Paid,Growth,GB,Industrial Distribution,2025-02,2025-02,In-window,0,0,0,0,0,,6696.0
564,CUST-00564,Ember Distribution LLC,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Food & Beverage,2025-02,2025-02,In-window,0,0,0,0,1,2025-05,13728.0
565,CUST-00565,Summit Packaging Group,SMB,paid_search,Paid Search,Paid,Growth,AU,Food & Beverage,2025-02,2025-02,In-window,0,0,0,0,1,2026-04,5952.0
566,CUST-00566,Lakeshore Wholesale Co,SMB,paid_social,Paid Social,Paid,Growth,US,3PL,2025-02,2025-02,In-window,0,0,0,0,1,2025-05,9672.0
567,CUST-00567,Trident Industrial Inc,SMB,paid_social,Paid Social,Paid,Growth,SE,Automotive Parts,2025-02,2025-02,In-window,0,0,0,0,1,2026-03,5952.0
568,CUST-00568,Halcyon Distribution Inc,SMB,inbound_content,Inbound / Content,Inbound,Growth,NL,Food & Beverage,2025-02,2025-02,In-window,0,0,0,0,0,,5208.0
569,CUST-00569,Iron Apparel Holdings,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,GB,Automotive Parts,2025-02,2025-02,In-window,0,0,0,0,0,,171336.0
570,CUST-00570,Ember Packaging Inc,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,US,Food & Beverage,2025-02,2025-02,In-window,0,0,0,0,0,,59532.0
571,CUST-00571,Summit Apparel Co,MidMarket,partner,Partner / Reseller,Partner,Scale,DE,3PL,2025-02,2025-02,In-window,0,0,0,0,0,,20064.0
572,CUST-00572,Summit Hardware Inc,SMB,paid_search,Paid Search,Paid,Growth,NL,Chemicals,2025-03,2025-03,In-window,0,0,0,0,1,2025-09,8184.0
573,CUST-00573,Trident Logistics Co,SMB,paid_search,Paid Search,Paid,Growth,SE,Apparel,2025-03,2025-03,In-window,0,0,0,0,1,2025-12,8184.0
574,CUST-00574,Bluff Supply LLC,SMB,paid_search,Paid Search,Paid,Growth,NL,3PL,2025-03,2025-03,In-window,0,0,0,0,0,,5952.0
575,CUST-00575,Summit Medical Supply Works,SMB,paid_search,Paid Search,Paid,Growth,AU,Retail,2025-03,2025-03,In-window,0,0,0,0,1,2026-01,5208.0
576,CUST-00576,Cedar Fulfilment Inc,SMB,paid_social,Paid Social,Paid,Growth,US,Medical Devices,2025-03,2025-03,In-window,0,0,0,0,1,2025-06,4464.0
577,CUST-00577,Lakeshore Foods Co,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,SE,3PL,2025-03,2025-03,In-window,0,0,0,0,0,,49632.0
578,CUST-00578,Anchor Logistics Group,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,DE,Apparel,2025-03,2025-03,In-window,0,0,0,0,0,,40128.0
579,CUST-00579,Lakeshore Hardware Inc,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,AU,Retail,2025-03,2025-03,In-window,0,0,0,0,0,,32736.0
580,CUST-00580,Bright Packaging Works,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,CA,Apparel,2025-03,2025-03,In-window,0,0,0,0,0,,92928.0
581,CUST-00581,Kestrel Beverage Ltd,SMB,paid_search,Paid Search,Paid,Growth,US,Medical Devices,2025-04,2025-04,In-window,0,0,0,0,0,,8928.0
582,CUST-00582,Vantage Materials Co,SMB,paid_search,Paid Search,Paid,Growth,US,Retail,2025-04,2025-04,In-window,0,0,0,0,1,2025-07,5952.0
583,CUST-00583,Dune Automotive Co,SMB,paid_search,Paid Search,Paid,Growth,US,Industrial Distribution,2025-04,2025-04,In-window,0,0,0,0,0,,5208.0
584,CUST-00584,Cedar Distribution Group,SMB,paid_search,Paid Search,Paid,Growth,NL,Food & Beverage,2025-04,2025-04,In-window,0,0,0,0,0,,5952.0
585,CUST-00585,Orchard Foods Ltd,SMB,paid_social,Paid Social,Paid,Growth,US,Food & Beverage,2025-04,2025-04,In-window,0,0,0,0,1,2026-06,5208.0
586,CUST-00586,Lakeshore Paper Holdings,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,US,Retail,2025-04,2025-04,In-window,0,0,0,0,0,,56628.0
587,CUST-00587,Sterling Wholesale Works,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,NL,Food & Beverage,2025-04,2025-04,In-window,0,0,0,0,0,,26400.0
588,CUST-00588,Prairie Materials Group,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,DE,Retail,2025-04,2025-04,In-window,0,0,0,0,1,2025-05,5208.0
589,CUST-00589,Sterling Packaging Group,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Chemicals,2025-05,2025-05,In-window,0,0,0,0,0,,32736.0
590,CUST-00590,Ridge Industrial Co,SMB,paid_search,Paid Search,Paid,Growth,GB,Automotive Parts,2025-05,2025-05,In-window,0,0,0,0,1,2026-06,8184.0
591,CUST-00591,Summit Materials LLC,SMB,paid_search,Paid Search,Paid,Growth,US,Apparel,2025-05,2025-05,In-window,0,0,0,0,0,,5952.0
592,CUST-00592,Bright Automotive Ltd,MidMarket,paid_search,Paid Search,Paid,Scale,US,Chemicals,2025-05,2025-05,In-window,0,0,0,0,1,2026-03,35904.0
593,CUST-00593,Bluff Components Partners,SMB,paid_search,Paid Search,Paid,Growth,US,Industrial Distribution,2025-05,2025-05,In-window,0,0,0,0,0,,5208.0
594,CUST-00594,Falcon Chemicals Inc,SMB,paid_search,Paid Search,Paid,Growth,US,3PL,2025-05,2025-05,In-window,0,0,0,0,1,2025-09,4464.0
595,CUST-00595,Harbor Medical Supply Holdings,MidMarket,paid_search,Paid Search,Paid,Scale,US,Automotive Parts,2025-05,2025-05,In-window,0,0,0,0,1,2025-07,38016.0
596,CUST-00596,Summit Distribution Co,SMB,paid_search,Paid Search,Paid,Growth,NL,Chemicals,2025-05,2025-05,In-window,0,0,0,0,0,,8928.0
597,CUST-00597,Halcyon Industrial Ltd,SMB,paid_social,Paid Social,Paid,Growth,NL,Chemicals,2025-05,2025-05,In-window,0,0,0,0,0,,7440.0
598,CUST-00598,Northgate Freight Ltd,SMB,paid_social,Paid Social,Paid,Growth,AU,Industrial Distribution,2025-05,2025-05,In-window,0,0,0,0,0,,6696.0
