policy,origin,method,horizon,actual,pred,err,ape
rolling_24,2026-05,drift,2,997181.74,972784.5869565217,-24397.15304347826,0.024466104888240595
rolling_24,2026-05,drift,3,1031192.8,996372.8104347826,-34819.9895652174,0.03376671129319115
rolling_24,2026-05,log_linear,1,968801.82,948640.594710737,-20161.225289262948,0.020810474209537456
rolling_24,2026-05,log_linear,2,997181.74,987982.164765444,-9199.575234555989,0.009225575304413404
rolling_24,2026-05,log_linear,3,1031192.8,1028955.28963975,-2237.5103602500167,0.0021698273690914215
rolling_24,2026-05,holt,1,968801.82,965871.5870495549,-2930.2329504450317,0.003024594803553354
rolling_24,2026-05,holt,2,997181.74,1000657.7249953221,3475.984995322069,0.0034858089111439896
rolling_24,2026-05,holt,3,1031192.8,1035443.8629410891,4251.06294108904,0.004122471511718313
rolling_24,2026-05,driver_nrr,1,968801.82,963399.9513454158,-5401.868654584163,0.005575824222320477
rolling_24,2026-05,driver_nrr,2,997181.74,1001342.9181822609,4161.178182260948,0.004172938608222958
rolling_24,2026-05,driver_nrr,3,1031192.8,1039437.645085489,8244.845085488982,0.007995444775689843
rolling_24,2026-06,naive,1,997181.74,968801.82,-28379.920000000042,0.028460128040451324
rolling_24,2026-06,naive,2,1031192.8,968801.82,-62390.9800000001,0.06050370018099437
rolling_24,2026-06,drift,1,997181.74,994038.2469565216,-3143.4930434783455,0.0031523772622213736
rolling_24,2026-06,drift,2,1031192.8,1019274.6739130435,-11918.126086956589,0.011557611813190111
rolling_24,2026-06,log_linear,1,997181.74,997864.1491295778,682.4091295778053,0.0006843377713452769
rolling_24,2026-06,log_linear,2,1031192.8,1040239.2609681372,9046.460968137137,0.008772812385944836
rolling_24,2026-06,holt,1,997181.74,1001322.2965717759,4140.556571775931,0.004152258716426086
rolling_24,2026-06,holt,2,1031192.8,1036779.8118603041,5587.011860304046,0.005418008989496481
rolling_24,2026-06,driver_nrr,1,997181.74,1006879.7071474368,9697.967147436808,0.009725375784996633
rolling_24,2026-06,driver_nrr,2,1031192.8,1045073.4911102782,13880.69111027813,0.013460810733238371
rolling_24,2026-07,naive,1,1031192.8,997181.74,-34011.060000000056,0.03298225123371697
rolling_24,2026-07,drift,1,1031192.8,1023169.3808695652,-8023.419130434864,0.00778071678781588
rolling_24,2026-07,log_linear,1,1031192.8,1045470.3986960889,14277.598696088884,0.01384571216564825
rolling_24,2026-07,holt,1,1031192.8,1033674.6122249609,2481.812224960886,0.00240673928770729
rolling_24,2026-07,driver_nrr,1,1031192.8,1031417.8257258689,225.02572586887982,0.00021821886835214502
